title,description,event_link,price,display_photo,photos,time_zone,hosts,sponsors,address_line_1,city,province_state,postal_zip_code,country,lat,lng,contact_email,contact_website,contact_primary_phone,time_slots
The Beaumont Presents: Theatre of The Damned (OCT 23),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-23/,$35 - $40 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 23, 2025, 8:00 PM PDT""]"
Songs in the Key Of Life: A Tribute to Stevie Wonder,"For over 50 years, Stevie Wonder has been one of the brightest lights in contemporary soul, pop, R&B, and funk music. A perennial critic's favourite, with over two dozen Grammy's to his name, Stevie Wonder continues to represent the best of American music. On December 07, two time Western Canadian Music Award winner Krystle Dos Santos takes to the stage at Vancouver's legendary Hollywood Theatre to pay tribute to this icon. Backed by an all-star band featuring Vancouver's best musicians, and very special vocal guests like Janelle Reid & Josh Wyper, and recent Canada's Got Talent contestant Carson Birmingham, Krystle promises to bring you nothing but the best from Stevie Wonder's five decades of hitmaking.",https://www.showpass.com/o/hollywood-theatre/,$40.79 - $51.53 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hollywood-theatre/img-banner/23b06e89-fa7.png,"[""https://doavub8d2uzrx.cloudfront.net/media/files/temp/2274f188-eed3-4155-98a0-3b4b9be3c3a9/916e67b6-035.jpg""]",PST,"[""Infidels Jazz""]",,3123 W Broadway,Vancouver,British Columbia,,Canada,,,kristy@hollywoodtheatre.ca,,,"[""December 7, 2025, 8:00 PM PST""]"
Dia De Los Muertos,Miguel gets lost and crosses over to the land of the dead. He then has to dance his way back to the land of the living.,https://www.showpass.com/o/central-alberta-theatre/,$22.97 - $33.27 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/central-alberta-theatre/img-banner/bf6488a8-df5.png,,MDT,,,4214 58 St,Red Deer,,,,,,,,403.967.1769,"[""November 1, 2025, 6:00 PM MDT""]"
"MercyMe - Merchandise Volunteers - Topeka, KS","We are needing volunteers for the MercyMe Tour! Click the ""Get Tickets"" button for more info on volunteer opportunities!",https://www.eventbrite.com.ar/o/loop-volunteers-8335645914,Free,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1131685143%2F146511683617%2F1%2Foriginal.20250922-181538?w=600&auto=format%2Ccompress&q=75&sharp=10&s=ba2f4434f3eb7d850fc5d7e0b14bc440,,CST,"[""Loop Volunteers""]",,1 Expocentre Drive,Topeka,KS,66612,United States,,,,https://www.eventbrite.com.ar/o/loop-volunteers-8335645914,,"[""Saturday, November 8 \u00b7 4:30pm CST""]"
SPOOKY Night of Treasures,"The gallery lights turn off for our sixth annual SPOOKY Night of Treasures. This event features haunted tour, food, drinks, & more! Step into a world of vintage thrills as galleries come alive after dark. Expect eerie elegance, shadows and pumpkins, and lively company throughout the night. Event Highlights include Haunted Tour & Escape, Tarot Readings, Games & Activities, Silent Auction, and Food & Drinks.",https://www.eventbrite.com/e/spooky-night-of-treasures-tickets-1122514823,From $55.20,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1122514823%2F167168241386%2F1%2Foriginal.20250912-175655?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.10051577019&fp-y=0.571286112846&s=3afe6b2a7dbab060cdf1754c708b2a95,,America/Chicago,"[""Museum of World Treasures""]",,835 East 1st Street North,Wichita,KS,67202,United States,,,,https://worldtreasures.org/contact,,"[""Ends on Friday, October 24 \u00b7 10pm CDT"", ""Doors at 5:45pm""]"
Hope & a Future Christmas Celebration!,"We invite you this Christmas to join us as we celebrate the Hope & Future of Foster Children in our community! This event is geared for foster children, adopted children, and kinship children of all ages and their families. There will be lots of fun: Trampoline Park, Ninja Warrior Course, Carnival Games, Family Activities, Basketball & Soccer. Dinner will be provided. Every registered foster child will receive a pair of pajamas & a Christmas gift. Every registered family will receive a Christmas gift basket. Diaper Give Away. Door Prizes & More! Every parent/child must sign a liability waiver.",https://www.eventbrite.com/o/foster-ict-106819330551,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1079877003%2F2140673268033%2F1%2Foriginal.20250723-182020?w=600&auto=format%2Ccompress&q=75&sharp=10&s=40075f66f2893568dfbfc87393eb16b8,,CST,"[""Foster ICT""]",,2668 North Greenwich Road,Wichita,KS,67226,United States,,,,https://www.eventbrite.com/o/foster-ict-106819330551,,"[""Wednesday, December 10 \u00b7 6 - 9:30pm CST""]"
Gatherings & Greenery - Holiday Wreath Workshop,"Join us for an evening of holiday creativity—design and decorate your own festive wreath with fresh greenery and seasonal accents. Spend an evening surrounded by creativity and seasonal inspiration at Aster House Design & Furnish. Join Amanda Purdom for a hands-on Holiday Wreath Workshop, where you’ll learn to design and assemble your own festive wreath — the perfect addition to your home for the holidays. Learn how to transform a simple wreath into something beautiful and personal — perfect for your door, mantle, or home. Using a mix of fresh and faux greenery, ribbons, and seasonal embellishments, Amanda will guide you through her approach to layering texture and color for a warm, welcoming holiday look. Enjoy a relaxed night surrounded by creativity, good company, and festive inspiration — and leave with a wreath designed by you, ready to take home and enjoy for the season. Each ticket includes: All wreath materials and decorative accents, Personalized instruction and guidance from Amanda, Light refreshments and drinks, Your finished wreath to take home.",https://www.eventbrite.com/o/furnish-event-page-33510179673,$75,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1152928203%2F454592058238%2F1%2Foriginal.20251014-151424?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.481&fp-y=0.609&s=2100c03f101cfb0e8ed3bb72ade8691e,"[""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1142698223%2F454592058238%2F1%2Foriginal.20251002-160743?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.228&fp-y=0.533&s=825166199fde49e293233f2c841b17c1"", ""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1152929503%2F454592058238%2F1%2Foriginal.20251014-151512?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.451&fp-y=0.374&s=8363aa69c4260bd380f57d20569a8492"", ""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1142699663%2F454592058238%2F1%2Foriginal.20251002-160851?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.57&fp-y=0.413&s=7ca3fcca655c0b2b1dafe02fcedfb6ac"", ""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1152930403%2F454592058238%2F1%2Foriginal.20251014-151551?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.501&fp-y=0.245&s=383502ac5c043b767fd1fa8224f8fe45"", ""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1142700373%2F454592058238%2F1%2Foriginal.20251002-160925?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.835&fp-y=0.737&s=974bad9181f288a4e3c52b62840d4a1f"", ""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1142701263%2F454592058238%2F1%2Foriginal.20251002-161017?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.374&fp-y=0.706&s=81b0de3599125ce515728ea0c4a28a0d""]",CST,"[""Furnish Event Page"", ""Amanda Purdom""]",,314 Poyntz Avenue,Manhattan,KS,66502,United States,,,,https://www.eventbrite.com/o/furnish-event-page-33510179673,,"[""November 6, 2025, 7:00 PM CST""]"
Community Presale | JBF OP Winter 2025 Sale,"Expecting parents/grandparents, teachers, military, foster parents, adoptive parents, healthcare heroes & first responders shop early! Whether you're a first time parent or grandparent, teacher (homeschool too), military family, foster parent, adoptive parent, healthcare hero or first responder, we think YOU are super special. 😍 We invite you and a friend to shop the best deals, and selection, BEFORE we open to the public. At Just Between Friends of Overland Park, you'll find everything you need to clothe and entertain your kiddos for the colder weather seasons. 👕👟 The best part? Prices are generally 50-90% less than retail. 🤑 Tickets are required and are limited. Kiddos are welcome & do not need a ticket.",https://opw25pt.eventbrite.com/,Free,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1011536743%2F260961356275%2F1%2Foriginal.20250417-185724?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=5e-05&fp-y=5e-05&s=ab5f0489617b0290fc557a2a32c8cb94,,,"[""Just Between Friends - Overland Park""]",,"Overland Park Convention Center - Exhibit Hall B, 6000 College Blvd",Overland Park,KS,66211,United States,,,,https://www.eventbrite.com/o/just-between-friends-overland-park-17508602258,,"[""November 5, 2025, 11:30 AM - 8:00 PM"", ""November 5, 2025, 1:00 PM - 8:00 PM"", ""November 5, 2025, 3:00 PM - 8:00 PM"", ""November 6, 2025, 9:00 AM - 8:00 PM"", ""November 7, 2025, 9:00 AM - 8:00 PM"", ""November 8, 2025, 9:00 AM - 8:00 PM"", ""November 8, 2025, 6:00 PM - 8:00 PM"", ""November 9, 2025, 9:00 AM - 3:00 PM""]"
The Art of Leadership with Ben Hutton: IMPACT Wichita Leadership Event,"Leadership is an art. Masterpieces from Van Gogh, Warhol, or Chihuly, all required vision, courage, and creativity. These same qualities and skillsets also set great leaders apart in business and life. In this thought-provoking session, you’ll be challenged to see leadership in a fresh way and to practice it with greater intention and impact.",https://www.eventbrite.com/o/impact-wichita-40438601493,$21.50,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F490928849%2F779081922813%2F1%2Foriginal.20230412-144351?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=10%2C0%2C1388%2C694&s=2dceb0171f9f909689c60fef6bbf7a94,,America/Chicago,"[""Impact Wichita""]",,701 Amidon Street The Lotus Hall,Wichita,KS,67203,United States,,,,https://www.eventbrite.com/o/impact-wichita-40438601493,,"[""October 23, 2025, 7:30 AM - 10:30 AM CDT""]"
Matt Mason @ The Lumberyard at 56,"Matt Mason performs at The Lumberyard at 56 in Lyons, KS.",https://www.eventbrite.com/o/matt-mason-79768275453,From $19.19,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F908603303%2F237789776733%2F1%2Foriginal.20241129-143525?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=347ec3d0e6673365473ba77428e4401c,,America/Chicago,"[""Matt Mason""]",,113 East Main Street,Lyons,KS,67554,United States,,,,https://www.eventbrite.com/o/matt-mason-79768275453,,"[""Saturday, October 25 \u00b7 7 - 11:30pm CDT""]"
Octoberfest Vol. V - Once Upon A Scream,"Enter the twisted side of the storybook where fairytales end... the screams begin. 👻 Join us for the BIGGEST Halloween Bash in the North Friday, October 31st at The Grand! 🎧: DJ Chris Langella & Brocofski 🧛🏼: DOORS: 9PM | 19 + EVENT $2000 IN CASH PRIZES FOR BEST COSTUME",https://www.showpass.com/o/badhabits-entertainment-2/,$34.70 - $56.08 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/2e594957-6c4.png,,America/Toronto,"[""DJ Chris Langella"", ""Brocofski""]",,28 Elgin St,Greater Sudbury,,,Canada,,,,,,"[""October 31, 2025, 9:00 PM EDT""]"
Octoberfest Vol. V - The Haunted Scare Fair,,https://www.showpass.com/octoberfest-vol-v-the-haunted-scare-fair/,$15 - $50 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/cf016670-9c9.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""October 30, 2025, 9:00 PM EDT""]"
A Celebration of Ozzy - Halloween Party,,https://www.showpass.com/a-celebration-of-ozzy-halloween-party/,$20.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/3e947a06-a99.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""November 1, 2025, 8:30 PM EDT""]"
Octoberfest Vol. V - Mad Hatter's Funhouse,,https://www.showpass.com/octoberfest-vol-v-mad-hatters-funhouse/,$25 - $50 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/81ab1299-560.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""November 1, 2025, 9:00 PM EDT""]"
Talib Kweli - Sudbury,,https://www.showpass.com/talib-kweli-sudbury/,$35.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/09f26f6d-021.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""January 17, 2026, 8:00 PM EST""]"
The Secret Masquerade Night,,https://www.showpass.com/the-secret-masquerade-night/,$20.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/d87941da-ab1.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""November 8, 2025, 10:00 PM EST""]"
Halloween Pre-Party,,https://www.showpass.com/halloween-pre-party/,$10.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/7ef2136c-cb2.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""October 25, 2025, 10:00 PM EDT""]"
Back To The 80's,,https://www.showpass.com/back-to-the-80s-2/,$25.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/d9acf07a-cd6.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""April 17, 2026, 8:00 PM EDT""]"
MATTHEW GOOD AND HIS BAND & I MOTHER EARTH LIVE IN SUDBURY,,https://www.showpass.com/matthew-good-and-his-band-i-mother-earth-live-in-sudbury/,$55 - $95 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/7a6133de-480.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""November 10, 2025, 7:00 PM EST""]"
Desi Halloween Party,,https://www.showpass.com/desi-halloween-party/,$20 - $35 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/7b90324d-5a5.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""October 24, 2025, 10:00 PM EDT""]"
RONEY & Danny Fernandes Live in Sudbury w/ Raw Dog Family,,https://www.showpass.com/roney-live-in-sudbury-w-raw-dog-family/,$25 - $125 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/c290115c-a2e.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""October 23, 2025, 8:00 PM EDT""]"
Drag me to Christmas,,https://www.showpass.com/drag-me-to-christmas-2/,$15 - $65 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/badhabits-entertainment-2/img-banner/d1178b1b-0f4.png,,America/Toronto,,,,Greater Sudbury,,,Canada,,,,,,"[""December 12, 2025, 8:00 PM EST""]"
Godspell,"Conceived and Originally Directed by John-Michael Tebelak. Music and New Lyrics by Stephen Schwartz. Directed by Bill Gabelhausen. Godspell, a musical based on the Gospel of Matthew, features a small group of people helping Jesus Christ tell different parables by using a wide variety of games, storytelling techniques and hefty doses of comic timing. An eclectic blend of songs, ranging in style from pop to vaudeville, is employed as the story of Jesus' life dances across the stage. Dissolving hauntingly into the Last Supper and the Crucifixion, Jesus' messages of kindness, tolerance, and love come vibrantly to life. Godspell was the first major musical theatre offering from three-time Grammy and Academy Award winner, Stephen Schwartz, and it took the world by storm. Led by the international hit, ""Day by Day,"" Godspell features a parade of beloved songs.",https://www.showpass.com/o/piedmont-college/,$7.33 - $12.63 USD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/piedmont-college/img-banner/803ecca5-97c.png,,EST,"[""Piedmont University""]",,500 College Dr,Demorest,,,,,,kblandin@piedmont.edu,https://www.showpass.com/o/piedmont-college/,,"[""Thursday, November 6, 2025, at 7:30 PM"", ""Friday, November 7, 2025, at 7:30 PM"", ""Saturday, November 8, 2025, at 7:30 PM"", ""Sunday, November 9, 2025, at 2:00 PM""]"
